,1,2,3,4,5,6,7,8,9
0,0.0,1.9864759203773386,-0.010314597484104017,-1.7309758568207998,-2.4286504975068577,-1.7452753687855418,-2.8355233728295883,-1.2546265755700652,-3.027208123183801
1,0.0,1.3987868036673676,-0.4571316907605218,-1.971386378537504,-2.727288685474476,-2.1468628384901223,-3.2964021454671006,-1.763742480415332,-3.5004370066505857
2,0.0,2.123960819776035,0.1648922033675684,-1.6629272137248108,-2.296320294840505,-1.5989317861211099,-2.705148542587107,-1.1376818747170563,-2.9451729002068965
3,0.0,2.1185010338738346,-0.24079654693272287,-1.8323844949380426,-2.6142119466273295,-1.9264162346938982,-2.959773599548933,-1.2937323594368673,-3.1642337939036067
4,0.0,2.107738137009655,0.020757503255899656,-1.666199754581082,-2.3216509413121305,-1.6596679848349665,-2.7143584779758156,-1.1407460590919698,-2.928243249028101
5,0.0,2.6465523381961273,0.37688206341262626,-1.5209024548474683,-2.11823140475434,-1.3782496270186937,-2.4310373164006776,-0.7774059112052097,-2.672561437419051
6,0.0,2.4974225038716997,0.38812586494315476,-1.5614451380171295,-2.1621789971933536,-1.3744293320008718,-2.385564620900293,-0.8427160160355585,-2.75754179794975
7,0.0,1.9305649126136313,0.01282445982587441,-1.7149179374670296,-2.4290567184499037,-1.7616995074161783,-2.910784884370627,-1.2832713401424893,-2.981231554201121
8,0.0,1.974629885094813,0.17848974431761694,-1.6810047446552687,-2.3271027780030478,-1.6089506871421324,-2.7187228473720384,-1.202002536610852,-2.9692940954862137
9,0.0,1.9396757330852534,-0.10969400589421095,-1.7489484106304467,-2.4695956685981084,-1.8089565778550494,-2.8848807292703214,-1.2920698671589925,-3.043086964620455
10,0.0,2.7991118543467044,0.47432044717183813,-1.4685199050047386,-2.0673724800578124,-1.2667330179644514,-2.24170139337757,-0.6254272964015614,-2.557875974693474
11,0.0,2.205519779916843,0.05955608228047133,-1.7255144532860722,-2.3941552016558303,-1.7033763122040304,-2.8157135214291222,-1.1787171882969723,-3.0479306383067124
12,0.0,3.00381250621035,0.7666529145827504,-1.3641315701137688,-1.8951238260980052,-1.0335994429282442,-2.008136637378567,-0.42500590558651014,-2.3946520401697193
13,0.0,2.7419934385505926,0.4381938147130314,-1.4762865132496854,-2.0805502594075147,-1.3030893699641104,-2.3022796575736506,-0.6673105185936713,-2.565257015589612
14,0.0,2.3694780858622817,0.1868633069777762,-1.655250894977286,-2.279859025973345,-1.5774988886490342,-2.6791648769033225,-1.0406237274855585,-2.935859872755698
15,0.0,1.9027988843986077,-0.28555780949598253,-1.8713632537581264,-2.6805532664685745,-1.9939167580421968,-3.0527084450087387,-1.4191283476630874,-3.2255647604468463
16,0.0,2.2075259482474157,0.01980352294896079,-1.6646405179211103,-2.3147602871098725,-1.6815087643804218,-2.7881771799437125,-1.130230964097003,-2.9296467974139686
17,0.0,2.2203356437548667,0.004634738662348047,-1.6556700157927493,-2.334435371159349,-1.6577518571537593,-2.67779124674144,-1.072927030083998,-2.8773017095733464
18,0.0,2.013081965108613,-0.016574796786224765,-1.7659338795388035,-2.4558474926683864,-1.780489674672557,-2.9098715178267325,-1.298610744438063,-3.1161549120604435
19,0.0,2.2922920143201,0.05099932467261993,-1.6865984668547107,-2.3155866536940013,-1.6357819461143714,-2.678636752389275,-1.08904245613575,-3.0018207781174553
20,0.0,2.0399751223778475,-0.136518000995299,-1.7754183654439477,-2.487136054060618,-1.8392580063877584,-2.9321548691295853,-1.2945983366533615,-3.1106006243913087
21,0.0,2.0011756966557583,-0.07449123317261488,-1.7837970645715167,-2.4914632991459045,-1.8115464970409,-2.90774856278246,-1.3085688021234005,-3.135847553153783
22,0.0,1.8406771859064452,-0.15667753966792553,-1.805627628794568,-2.515593823796724,-1.893163313823993,-3.0485882056822233,-1.4260610791882569,-3.1849070427202792
23,0.0,2.2214525165940935,0.1071862160495639,-1.693588166567091,-2.3803394430473013,-1.6563402522154687,-2.734612017378647,-1.117597574059119,-2.9585987520360937
24,0.0,2.0171011282444153,0.05299430504783572,-1.7747520686644602,-2.4867371433851075,-1.7324606947186199,-2.8025849580117623,-1.2609599566146228,-3.111258042735771
25,0.0,2.4594083374292537,0.40428431697140366,-1.5148809330164559,-2.069506162367712,-1.3480250207410136,-2.4170879504575082,-0.8478237015585566,-2.701853181436234
26,0.0,1.8050137948936058,-0.2402402453769243,-1.815638717902791,-2.547516919175862,-1.936551194798482,-3.0611218288423205,-1.4406088941962296,-3.1790792278311835
27,0.0,2.7540805543723588,0.49867035655681924,-1.5077686168314033,-2.0981563809779846,-1.2767543604157197,-2.2665768807166247,-0.6796864188022698,-2.650937314177563
28,0.0,2.304715073727673,-0.0002710048809260501,-1.6741442685173353,-2.38853985354408,-1.679693777677911,-2.684725885012096,-1.050411638306292,-2.891404523975343
29,0.0,1.7109248006902973,-0.010672405573843401,-1.8224113674977431,-2.561579982185285,-1.8362303559488853,-2.9790425917734322,-1.449191958951392,-3.1860001955377304
30,0.0,1.941444572990374,0.0877000112277894,-1.7225566845976776,-2.419217864518805,-1.7022090069898863,-2.8157491205675247,-1.2576153483082062,-3.007980330018841
31,0.0,1.951670613078951,-0.0875359654187407,-1.7954855696354746,-2.4923528404851045,-1.809853422627176,-2.8877109181798337,-1.3310132288297376,-3.1713073393545956
32,0.0,1.8203179445003612,-0.23398819591413775,-1.835859265002254,-2.5850324530398154,-1.9336213703889373,-3.0194486301665386,-1.430151925838637,-3.2044514527004506
33,0.0,2.545656635032205,0.20452877780953402,-1.6130205887618032,-2.285151880297739,-1.5379448638602047,-2.569816357019582,-0.898232243588982,-2.796990331566147
34,0.0,2.225791732492216,-0.051716028004185795,-1.7082979618626022,-2.439343922244364,-1.7370697966342867,-2.7552488975768856,-1.120123422037585,-2.950487957509933
35,0.0,2.262920734504794,-0.008154089748861108,-1.7138675389201965,-2.401984496266379,-1.7209858510694802,-2.790339496925561,-1.1360227739298971,-3.0039286636757736
36,0.0,2.0833583144899177,-0.1811421976004148,-1.8066342847089536,-2.5411219741573756,-1.892804417619786,-2.994975821391056,-1.31510702227362,-3.157447796824612
37,0.0,2.1200303243946244,0.014423812694770418,-1.6907842071598072,-2.3704054243037542,-1.7047821737422515,-2.7968734873313545,-1.1729517817331059,-2.9582687595808435
38,0.0,2.2987688690042463,0.09697975979577937,-1.6776240710875707,-2.3381221286989566,-1.6372285769011086,-2.7085297280329925,-1.0800897145822415,-2.9520689179128827
39,0.0,2.300224498625008,0.25680229056378395,-1.650905162774321,-2.27721753922906,-1.5386872382484416,-2.6358624517793947,-1.0483358065340713,-2.9283046203770895
40,0.0,2.2091500750034228,0.3462574864639716,-1.6126683222344123,-2.185641549805012,-1.4687198195210933,-2.6090770894779327,-1.0608838035625203,-2.89606206299437
41,0.0,2.3798518377034714,0.2703931476692656,-1.605188037725401,-2.24346385734716,-1.4730698379365588,-2.4819546369756695,-0.9340633650375529,-2.816135029185019
42,0.0,1.7118979669399748,-0.12457508234561637,-1.8202166839942204,-2.504333269345387,-1.8869032517870612,-3.074944719589941,-1.4982366431398786,-3.2420668155682555
43,0.0,1.939678533337602,-0.1709956208537267,-1.8422131309607381,-2.602784433931209,-1.9241921705845917,-3.0388789206073863,-1.3972758739976994,-3.2118998703275934
44,0.0,2.4272092239599985,0.3832524241001922,-1.5763752919670309,-2.178042092777856,-1.4074200198199402,-2.4660590044220045,-0.9029036900700509,-2.7873243372939926
45,0.0,2.456805550766536,0.31572641926671224,-1.5568708509989213,-2.2184828944142394,-1.442249813810996,-2.4604431059237117,-0.857320293094547,-2.6854002507098795
46,0.0,2.615222395488502,0.35828312242065496,-1.5587339578580477,-2.1880333611772858,-1.411842800737373,-2.442847322338687,-0.8072435516103171,-2.7185939125738154
47,0.0,2.350249899155283,0.14216754659203137,-1.6760244842290326,-2.355971298931292,-1.6233338320705022,-2.694909297724936,-1.0508841621454106,-2.9311178273288423
